/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut0	cell_1,cell_10,cell_11,cell_12,cell_13,cell_15,cell_16,cell_17,cell_19,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	0.001	0.1	25000	6.613133495088003688813471373E-38	6.951202730507724905194831375E-38	0.9513653609991852159798126810
/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut1	cell_1,cell_10,cell_11,cell_12,cell_13,cell_15,cell_16,cell_17,cell_19,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	0.001	0.1	25000	6.475231011813255810285066298E-38	6.951202730507723037277410546E-38	0.9315267102474938519960522522
/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut2	cell_1,cell_10,cell_11,cell_12,cell_13,cell_15,cell_16,cell_17,cell_19,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	0.001	0.1	25000	1.516243552410177589612945339E-38	6.951202730507723037277410531E-38	0.2181267920378189850676281162
/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut3	cell_1,cell_10,cell_11,cell_12,cell_13,cell_15,cell_16,cell_17,cell_19,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	0.001	0.1	25000	3.989577953145115419848570517E-38	6.951202730507723037277410573E-38	0.5739406700995055742833466813
/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut4	cell_1,cell_10,cell_11,cell_12,cell_13,cell_15,cell_16,cell_17,cell_19,cell_2,cell_3,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	0.001	0.1	25000	6.198596885326606412543429632E-38	6.951202730507723037277410549E-38	0.8917301257985112001820787252
/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut5	cell_1,cell_10,cell_11,cell_12,cell_17,cell_19,cell_2,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	0.001	0.1	25000	6.484410022402093697938842865E-38	6.951202730507723037277410542E-38	0.9328472026780415427301760528
/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut6	cell_1,cell_10,cell_11,cell_12,cell_17,cell_19,cell_2,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	0.001	0.1	25000	6.141826976456236017918257140E-38	6.951202730507723037277410577E-38	0.8835632069110478414832264232
/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut7	cell_1,cell_10,cell_11,cell_12,cell_17,cell_19,cell_2,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	0.001	0.1	25000	5.699928566869885301076350150E-38	6.951202730507723037277410544E-38	0.8199917032852178982473874844
/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut8	cell_1,cell_10,cell_11,cell_12,cell_17,cell_19,cell_2,cell_4,cell_5,cell_6,cell_7,cell_8,cell_9	0.001	0.1	25000	6.658126487699797572043087935E-38	6.951202730507723037277410538E-38	0.9578380527557252134233280434
/data/CDSLSahinalp/bridgersjd/salems_sims/RECOMB-oct_9_2024/simulated_input_data/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.SC.after_noise	/home/bridgersjd/trisicell/scripts_new/mcmc_sim_scripts/scite_newicks/simNo_10-s_7-m_20-h_1-minCP_0.10-ISAV_0-n_20-fp_0.001-fn_0.1-na_0.25-d_0-l_1000000.100000.newicks_all	mut9	cell_10,cell_11,cell_12,cell_19,cell_4,cell_5	0.001	0.1	25000	4.987494787230146149033859856E-38	6.951202730507723037277410555E-38	0.7175009822891260101482465669
